department,code,number,title,description,url
Jewish Studies,JWST,42,"Film, Fiction and the Arab-Israeli Conflict","This course explores Israeli cinema in the context of the social and historical backdrop of the Arab-Israeli conflict and the painful emergence of a new Jewish-Israeli identity in the shadow of the Holocaust and constant warfare. We will study a dozen films in depth, situate them in the evolution of an Israeli cinema, and consider the problems of turning fiction into film.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-42
Jewish Studies,JWST,44,The Making of the Modern Middle East,"This panoramic course surveys major developments in Middle East history, politics, and society. Covering more than a two hundred year stretch, we will move across an expansive geography encompassing North Africa, the Levant, the Arabian Peninsula, and parts of Central Asia. Throughout this journey, particular attention will be paid to five important themes: imperialism, modernization, nationalism, Islam, and revolution. In the process of navigating these seminal topics, we will develop a more nuanced understanding of the modern Middle East and a greater appreciation for the insights offered by primary sources, from poems and national speeches to songs and motion-pictures, into the region’s dynamic past. We will begin with a basic question – what and where is the Middle East? – prior to exploring the impact, importance, and mechanics of empires (Ottoman, French, British). Once elucidating this imperial backdrop, we will study sweeping reforms, struggles for independence, and the fashioning of nation-states, before examining a series of revolutionary moments, America’s presence in the Middle East, and the ""Arab Spring” and its aftermath. Whenever possible, we will strive to illuminate ordinary people, as opposed to only elite actors, who contributed to the making of the modern Middle East.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-44
Jewish Studies,JWST,45,Soundscapes of the Middle East,"In recent years, scholars have started to question the conspicuous “silence” pervading many academic works that privilege one sense – sight – to the detriment of all others. This seminar builds upon these long overdue efforts by critically engaging the writings of historians, anthropologists, ethnomusicologists, and media experts with the aim of uncovering how the study of sound may radically enrich our understanding of the modern Middle East. Beginning with an overview of sound studies, we will consider where multi-sensory scholarship on North Africa, the Levant, and the Gulf fits into this burgeoning field of inquiry. After situating the Middle East within a body of literature that is at once innovative and highly interdisciplinary, we will then shift to exploring several key themes, including religion, popular culture, mass media, gender, space, and the environment, in relation to the region’s soundscapes. We will listen to audiocassette sermons in Egypt, jazz in Istanbul, and the din of warfare in Iraq, among many other acoustic items, to gain a greater appreciation for the centrality of sound in people’s everyday lives and its significance in the domain of Middle Eastern studies.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-45
Jewish Studies,JWST,53,Gender and Judaism,"Examining the intersections between gender, religious practice, cultural identity, and personal belief, this class will draw upon contemporary gender theory, religious texts and contemporary interpretations of Jewish thought and culture to examine the construction of Jewish identity through a feminist lens.  Authors will include Alder, Boyarin, Heschel, Gilman, Peskowitz, Levitt and Biale.  The class will also investigate questions of race, ethnicity, assimilation and Jewish gender issues in popular culture, including films and the work of performers Cantor, Benny, Berg, Midler, and Sandler.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-53
Jewish Studies,JWST,61,Modern Judaism,"This course will trace the ways Jews in modernity made sense, challenged, adopted, and adapted modern thought, culture, and politics in their recalibration of Judaism. The role Jews played in modernity in well-known. But how did Jews re-think Judaism in ways that enabled it and them both to survive the challenges of modernity and also retain a sense of difference enough to enable Jews to assimilate yet not disappear. In this course we will look at some of the major trends and thinkers from the 17th through the 21st centuries as they struggled to reinterpret Judaism for the modern age. Open to all classes.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-61
Jewish Studies,JWST,62,Jewish Mysticism,"The course examines the nature of claims to mystical experience or knowledge that appear in various aspects of the Jewish tradition, with primary focus on the enchanted and demonic worlds of the Kabbala. Forms of ecstasy and magic will be studied, along with their theoretical and social backgrounds and their impact on elitist and popular Jewish practice. Open to all classes.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-62
Jewish Studies,JWST,74.01,The Jewish Jesus,"It is certain that Jesus of Nazareth lived in the first century C.E. and that his followers interpreted his life and death as harbingers of a new age. However, recent scholarship has made clear that Jesus was fully embedded in the Judaism of his time: the Jewish diversity of the period and Jewish resistance to the Roman Empire. This course examines the life of Jesus the Jew prior to the early Church's interpretation of Jesus as Christ; modern Jewish and Islamic views of Jesus, as well as his portrayal in contemporary film and art, will also be explored.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-74-01
Jewish Studies,JWST,85,Independent Study and Research,This course offers qualified students of Jewish Studies the opportunity to pursue work on a topic of special interest through an individually designed program. Requires permission of the instructor and the Chair.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Jewish-Studies/JWST-Jewish-Studies/JWST-85
"Latin American, Latino and Caribbean Studies",LACS,1,Introduction to Latin America and the Caribbean,"This interdisciplinary course introduces students to the geographical conditions, historical roots, and enduring cultural diversity of Latin America and the Caribbean. After a brief survey of the physical and cultural geography of the region, the course examines the history of selected countries to highlight the way European conquest and colonialism have molded Latin American institutions and attitudes. The course then turns to particular case studies of contemporary life and society to analyze the ongoing problems of ethnicity, inequality, and political repression engendered by the region's colonial past. Finally, the course draws on these historical and anthropological understandings to assess recent economic, social, and political developments in Latin America. By juxtaposing historical realities with their living consequences, the course presents a multi-disciplinary perspective on the nature, dynamics-and future prospects-of the many peoples who inhabit this vast and diverse continent.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-1
"Latin American, Latino and Caribbean Studies",LACS,1.10,Modern Latin America,"This course presents the histories of Latin American and Caribbean societies, peoples, and nations from the onset of the Haitian Revolution in 1791 to the present. By placing Haiti at the center of the Age of Revolutions, this course also locates the Caribbean region within the Latin American context. We will study the region’s nation-building processes using an intersectional lens to explore how different people interpreted them through their own gendered, classed, and racialized identities.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-1-10
"Latin American, Latino and Caribbean Studies",LACS,4,"History, Culture and Society: The Many Faces of Latin America","The Spanish discovery and conquest of this continent created Latin America and the Caribbean out of the diverse and complex realities of the pre-Columbian world. Since colonial times Latin American and Caribbean cultures have developed against a background of cultural repression, racial conflict, political domination, colonial exploitation, and gender inequality. And yet, in the midst of all this turmoil, Latin America and the Caribbean have produced an extraordinary variety and wealth of artistic creations, ranging from literature to the visual arts, from music to film. In this course we will turn to some of the works by Latin American and Caribbean artists and writers in an attempt to illuminate and explore some of the wonders of the cultural dynamics that shape the many faces of what we call Latin America and the Caribbean.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-4
"Latin American, Latino and Caribbean Studies",LACS,7,"First Year Seminars in Latin American, Latino and Caribbean Studies",Consult special listings,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-7
"Latin American, Latino and Caribbean Studies",LACS,8,Politics&Culture in Transnational Central America,"This course offers an interdisciplinary introduction to the transnational histories, politics, and cultures of 20th and 21st century Central America. Using select case studies alongside audiovisual material that reflects the tensions of state and racial formation in the region, we will cover: US imperialism, the “Central American Wars”, environmental crisis, migration and insecurity, narco-trafficking and youth gangs, social movements against extractivism, and key issues around (Afro-) indigeneity and environment. Bringing mixed-method approaches to the study of the people from Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua and Panama will allow us to explore the centrality of the isthmian region to the development of hemispheric politics and these nations’ centrality to the formation of Latin American culture.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-8
"Latin American, Latino and Caribbean Studies",LACS,24,Mexican Cinema,"This course serves as an introduction to Mexican cinema and the global system of filmmaking in which it developed. We will examine the history of Mexican film, filmmaking practices, aesthetics and business concerns, as well as audiences inside and outside of Mexico. One central point of inquiry will be the extent to which Mexican cinema was truly ""national."" We will question the concept of “national cinema” all the while analyzing the extent to which issues in Mexican politics, society, and culture were reflected on and influenced by the screen. The transnationality of Mexican film will be central to our investigation as we examine the influence of the United States and Hollywood during Mexican cinema’s development. Students will learn about the various styles and genres of Mexican film and the theories with which film scholars have interpreted them. Among the filmmakers to be studied are Sergei Eisenstein, Fernando de Fuentes, Emilio “El Indio” Fernandez, Luis Buñuel, Alfonso Arau, Maria Novaro, Natalia Almada, Guillermo del Toro, Alfonso Cuarón, and Alejandro Gonzales-Iñárritu. Proficiency in Spanish is not required.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-24
"Latin American, Latino and Caribbean Studies",LACS,24.30,Latinx Stage and Screen,"This course will examine the Latinx stage and screen, focusing specifically on musicals that portray Latinx lives. We will focus on canonical works—including West Side Story, Zoot Suit, and Hamilton—in order to deepen our knowledge of their form, production history, historical reception, and contemporary place in American culture. We will take an interdisciplinary approach, drawing our reading assignments from the fields of Ethnic Studies, American Studies, Performance Studies, and Film and Media Studies, in order to analyze these productions as they traveled from stage to screen (and sometimes, back to the stage) and the representational and cultural politics involved in that shift. Finally, we will explore not only the musicals themselves, but also the historiography that has informed our understanding of them. Writing assignments will ask the students to reflect on the evolution of scholarly arguments regarding these canonical works.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-24-30
"Latin American, Latino and Caribbean Studies",LACS,24.50,Latinx-ploitation,"This course serves as an introduction to the history of Latinx cinema, Latinx film spectatorship, and exploitation cinema in the United States. Latinx audiences have long been an interest and target of the Hollywood studios. Since the beginning of sound in film, the studios grappled with reaching this linguistically and culturally-diverse demographic. Since the late 20th century, the studios have widely acknowledged the box office power of that group. Time and again, however, the Hollywood industry has failed to accurately identify and engage Latinx peoples on both sides of the US-Mexico border. Applying theories of racialized spectatorship and performance and film genre and authorship, we will interrogate this historically troubled relationship and grapple with its consequences for Latinx representation and inclusion in American cinema.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-24-50
"Latin American, Latino and Caribbean Studies",LACS,30.06,New Latin American Cinema,"With emergence of filmmakers such as Alejandro Inarrirtu (México), Lucrecia Martel (Argentina), and José Padilha (Brazil), the last decade has seen a creative boom in Latin American cinema that includes art house cinema, blockbusters, documentary, and experimental film. Beginning with a quick overview of key forerunners, this course will focus on the major directors, genres and aesthetic trends that characterize the new Latin American cinema. On the one hand, we will pay special attention to the distinct national cinemas:the different historical and cultural contexts out of which they emerge; and the different aesthitics that this gives rise to.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-06
"Latin American, Latino and Caribbean Studies",LACS,30.08,"Race, Class, Gender and Sexuality in Contemporary Brazilian Film","In this course film will be viewed as text and used to analyze discourses around race, sex, gender; and class in contemporary Brazil. It is the hope that film will offer students an additional cultural context to critically examine the development of nation and national ideologies such as ""the myth of racial democracy."" Class discussions based on scholarly readings and film screenings will focus on how Brazilians view themselves and the construction and function of social institutions within the contemporary nation",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-08
"Latin American, Latino and Caribbean Studies",LACS,30.09,Mexicanidad: Constructing and Dismantling Mexican National Identity,"From Revolution to the Drug Wars, Mexican art has engaged, refracted, and informed our understanding of 20th century Mexico. In this course we will place artists like Jose Clemente Orozco and Frida Kahlo within a broader visual cultural context that includes not only mural art and painting, but also sculpture, architecture, printmaking, photography, installation, film, and performance. We will cover art produced in Mexico from the turn of the 20th century through the “boom” years of the 1990s, with a focus on issues of race, class, gender, and sexuality throughout. To concretize our understanding of modern art in Mexico, we will research and create an exhibition of select works from the Hood Museum of Art’s collection of Mexican art. Students will learn about the history of Mexican art, enhance skills in the visual analysis of modern and contemporary art, refine their ability to conduct original research and write effectively, and develop an understanding of the logistics, politics, and aesthetics of mounting an exhibition.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-09
"Latin American, Latino and Caribbean Studies",LACS,30.11,"Social, Political, and Cultural Trends in Contemporary Brazil","This class will be taught in English and will explore social, political, and economic issues in contemporary Brazil. Since 2013, the climate in Brazilian society has become more and more tense due to a series of street protests and polarized public debates on race, class, political representation, democracy, religion, gender, sexuality, environmental protection and economic justice. The present scenario in Brazil will be discussed in relation to historical and cultural contexts. Materials for the course will include films, documentaries, music, and a wide variety of readings (mainstream media, blogs, academic essays, official documents, fiction). Invited guests (scholars, activists, journalists, artists) will deliver lectures, in presential or remote way.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-11
"Latin American, Latino and Caribbean Studies",LACS,30.12,Arts Against Empire: Fictions of Revolution and Solidarity in the Americas,"Anticolonial struggle and movements for social justice have always been accompanied by a range of cultural practices, including fiction, art, music, film, murals, theater, graffiti, and theory. This course explores that tradition of cultural activism, considering attempts to narrate revolutionary formation, imagine solidarity, and write decolonial theory. We will begin by examining revolutionary nationalist and anti-imperialist culture in the Americas—ranging from the memoirs of Che Guevara and Malcolm X to Nuyorican and Chicano Movement literature—in order to consider the formation of revolutionary subjects, and how 20th century ideas of revolution were raced and gendered. We will then consider how novelists, artists, photographers, filmmakers, and activists attempted to imagine solidarity with revolutionary movements and suffering others in the Americas, from Central America solidarity photography to performance art in solidarity with Guantanamo Bay prisoners. We will pay special attention to the work of feminist and queer solidarity artists, writers, and performers. Finally, we will examine contemporary activist cultural projects, such as PanAmerican public art road trips and hashtag-activism. Students will have the opportunity to produce a creative or multimedia final project.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-12
"Latin American, Latino and Caribbean Studies",LACS,30.13,"The Tropical Fantastic: Science Fiction, Fantasy, and Horror in Brazilian Literature and Film","Magic transformations. Hauntings. Mystical worlds. Brazilian authors have been writing about the fantastic and unreal for centuries, a tradition that extends far beyond what has been characterized as “magical realism.” This course will explore this rich literature, both on its own and in a comparative perspective. In particular, we will examine the political, psychological, ecological, and historical questions that these works raise. How, for example, does fantastic literature shed light on psychoanalytic concepts such as the uncanny? How did Brazilian writers in the late 1960s use science fiction, horror, and fantasy to address the repression of the military dictatorship? What kinds of broad theoretical issues arise when looking at this genre? We will read works from “canonical” authors such as Machado de Assis, Lygia Fagundes Telles, Mário de Andrade, and Guimarães Rosa as well as those by lesser-known and up-and-coming writers, comic artists, and filmmakers.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-13
"Latin American, Latino and Caribbean Studies",LACS,30.14,The World Turned Upside Down: An Indigenous History of the Andes after the Spanish Invasion,"This course will explore the tension between insiders and outsiders, colonizers and the colonized, Westerners and Natives. Students will examine not only what these tensions meant for the people of the Andes – in the countries of Peru, Bolivia, and Ecuador (and to a lesser extent Chile and Colombia) - but also in what ways similar phenomena occurred in North America and other parts of the world. Among other things, students will investigate differences between insider and outsider accounts, primary and secondary sources, history and archaeology, etc. - while acknowledging the strengths and limitations of these different sources and approaches.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-14
"Latin American, Latino and Caribbean Studies",LACS,30.15,Media and the Activist Amazon,"The course will foreground the role of Indigenous peoples in defending the Amazon while also investigating pressing issues such as extractivism and land demarcation. Texts from fields including anthropology, sociology, visual studies, and architecture will provide an interdisciplinary approach to media objects that range from a Netflix series about a detective who reads the forest to a virtual reality piece that allows you to become a kapok tree in Madre de Dios.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-30-15
"Latin American, Latino and Caribbean Studies",LACS,36,Maid in America: The Politics of Domestic Labor,"In Maid in America we study the representation, history, and rights of domestic workers in the Americas with a focus on the United States, Brazil, Mexico, Chile, and Argentina. Specifically, we look at representation and rights from artistic, legal, and sociological perspectives. Using the the theoretical frames of intersectional and transnational feminism we will analyze primary texts that include essays, manifestos, theater, and documentary film. Topics we will explore will include media representation and controlling images, migrant imaginaries, invisible labors, modern-day slavery, the feminization of migrant work, and labor organization and rights. The class will include a theater workshop component that will culminate in the public presentation of an original group performance titled: Making the Invisible Visible: The Politics of Domestic Labor.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-36
"Latin American, Latino and Caribbean Studies",LACS,38,The Global Caribbean,"Paradise or plantation? Cultural destination or economic periphery? Capitalist birthplace or IMF delinquent? From the Columbian conquest to contemporary tourism, the Caribbean has borne the burdens and opportunities of being an intercontinental crossroads. Colonial governments, enslaved Africans, indentured servants, and foreign settlers have all made the Caribbean an exemplar of modernity and globalization-for better or worse. Drawing on social scientific, literary, and policy texts, this course offers an historically deep and geographically broad anthropology of the Caribbean.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-38
"Latin American, Latino and Caribbean Studies",LACS,40.10,Migrant Nation: Immigration and Racialization in the Making of the United States,"Current public discussions of immigration are deeply rooted in centuries-long conversations about who is allowed into the country and what it means to be an American. Drawing explicitly on the collective work of the “hashtag syllabus” movement, this course seeks to contextualize current debates over immigration reform, integration, and citizenship by considering migration from multiple perspectives—not just Ellis Island, but the Rio Bravo, Angel Island, Congo Square, and the Spirit Lake Dakota Indian Reservation.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-40-10
"Latin American, Latino and Caribbean Studies",LACS,42,The Aztecs,"Mexico City once the capital of New Spain overlies the remains of Tenochtitlan, capital of the Aztec empire. This course examines the development of the Aztec empire, the organization of Aztec society and religion, and the Spanish conquest of the Aztec. It ends with an introduction to Nahua society in the first century after conquest. We will also consider the varied perspectives of Aztec history offered by Nahua texts, archaeology, history, and art history. (ARCH)",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-42
"Latin American, Latino and Caribbean Studies",LACS,43,"Olmecs, Maya, and Toltecs: Ancient Civilizations of Mesoamerica","The course begins by discussing how people first occupied Mesoamerica during the Ice Age and then examines the development of agriculture and early villages that laid the foundations for Mesoamerica's earliest complex societies, including the Olmecs. We then explore the Classic period civilizations of Teotihuacan, Monte Albán, and the Maya and the Postclassic city-states of the Toltecs, Mixtecs, and Maya and the Aztec empire at the time of the Spanish Conquest. (ARCH)",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-43
"Latin American, Latino and Caribbean Studies",LACS,44.40,"On Survivors, Memories, and Tombs: State Violence in South America through Literature and Cinema","In the 1960s and 1970s, South America experienced a new cycle of state violence perpetrated by military dictatorships. The authoritarian regimes installed in Brazil (1964-85), Uruguay (1973-85), Chile (1973-90) and Argentina (1976-83) caused deep ruptures in collective and individual lives and still resonate in the South American political, social and cultural landscapes. After the democratic systems were reestablished in the region, new facts about the abuse of power by the militaries were disclosed, and a heated debate took place in the public sphere about how to deal with the past. Feature films, documentaries, and fiction and non-fiction literature played an essential role in that debate by providing different strategies of healing scars, honoring victims and survivors, and preserving the memory of both the terror and the grassroots resistance. The experiences and memories of the so-called ""dirty war"" in Argentina, Brazil, Chile, and Uruguay generated not only several fictional renderings of state terrorism during the ""years of lead,"" but also a whole series of testimonios by those directly affected by it, such as the daughters, sons and spouses of desaparecidos who were assassinated by the machinery of state repression.
This class focuses on the legacies of dictatorships in South America and the politics and aesthetics of representation of state violence and political resistance. Students will be introduced to central concepts of memory and trauma studies and will conduct comparative literary and cinematic analyses of works by Latin American writers and film directors.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-44-40
"Latin American, Latino and Caribbean Studies",LACS,47,Twentieth-Century Latin America,"This course seeks to address major issues in twentieth-century Latin America through the history of three or four countries. Topics discussed will include development, imperialism, nationalism, revolution, state formation and violence. Open to all classes.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-47
"Latin American, Latino and Caribbean Studies",LACS,48,Mexican Muralism,This survey course introduces students to Mexican muralism. Students will learn about the fresco technique and how to visually analyze a mural. We will consider the following themes: cultural nationalism; art and class politics; the legacy of muralism in the US; the ethics of aesthetic indigenism; and the gender politics of public art. Student projects will concentrate of Jose Clemente Orozco’s mural at Dartmouth College.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-48
"Latin American, Latino and Caribbean Studies",LACS,50.08,"Commodities, Globalization, and Development in Latin America","The course traces the economics history of Latin America since 1870 by highlighting the different stages in macro-policy (export-led growth, import substitution industrialization, current models juxtaposed) and by focusing on the role of commodities in the national and regional developmental process. Specific commodities to be studied include silver, guano, nitrates, coffee, sugar, cereals, beef, henequen, rubber, cocaine, and oil. Topics will be covered more or less chronologically, with the last classes analyzing current developments. Particular attention will be paid to the larger economies of the region (Mexico, Brazil, Argentina, Colombia, Peru, Chile, Venezuela) and the development strategies they pursued. The course will take on the issues of why Latin America has failed to reach levels of development achieved by industrialized countries in Europe and Asia and what can be done to achieve sustained development.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-50-08
"Latin American, Latino and Caribbean Studies",LACS,50.09,"Revolution, Reform and Reaction: The Cold War in Latin America","This course examines and analyzes the key variables that determined the course of Latin America's political, economic, and social evolution during the period of the Cold War (1946-1990).   It focuses on the relationship of Latin America to the global Cold War, the manifestation of U.S. and Soviet foreign policy in the region, and the responses of key actors in Latin America to the geo-strategic, ideological and political rivalry between the two superpowers.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-50-09
"Latin American, Latino and Caribbean Studies",LACS,50.11,Latin America and the U.S.: The Dynamics of Foreign Policy,"This course examines how different forms of collective identity—including class, race, ethnicity, indigeneity and gender—have shaped Latin American and Latino politics in the 20th and 21st centuries. We will focus on a range of cases in Latin America and the U.S. to address the following questions: In what ways does the state create and sustain certain categories of identity as the basis for political inclusion and exclusion? What explains changes in the political salience of certain categories of collective identity? Why do some identities become politically salient and others do not? How have forms of political representation changed over the past century? How does state policy affect the ability of groups to mobilize and press for demands? How do organized groups affect state policy? What are the possibilities and limitations of identity-based mobilization?",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-50-11
"Latin American, Latino and Caribbean Studies",LACS,50.13,The History of Capitalism in Latin America,"This course will ask what five centuries of Latin American history can tell us about the origins and consequences of global capitalism. We will listen to capitalism’s champions and critics, including state actors, the Church, non-governmental organizations, and organized social movements, and ask how the interplay between them has influenced economies, politics, and culture. Capitalist development and transformation involved elaborate cultural campaigns to win hearts, minds, and bodies to the project, and we will focus on how and why, for example, at its most extreme some people equated capitalism with sin while others found spiritual succor within its logics.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-50-13
"Latin American, Latino and Caribbean Studies",LACS,50.17,"Land, Belonging, and Social Change in Latin America","This course examines the entanglements of society and nature in Latin America with respect to political economic processes that affect land use, its management, and its productive capacities in our present age of environmental degradation and heightened social conflict. Debates around multispecies thinking, the nature/culture divide, and environmental affect figure prominently in the interlinked and interdisciplinary discussions dealing with the curating, imagining, and use of environment in the hemispheric Americas. By thinking through the environment, we approach a different way of examining the history of Latin America, interrogating how we imagine Latin American nature as both object and site of our collective environmental imaginations. Topics include the politics of sustainability, green capitalism, indigenous land struggles, contemporary theories of nature, ecotourism, and select case studies at the intersection of ecology, conservation, and security.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-50-17
"Latin American, Latino and Caribbean Studies",LACS,51,"Beyond Sex, Drugs, Rock n Roll","The 1960s and 70s were a time of tremendous political and creative turmoil in the US in general and for Latinos in particular. Joining in the Civil Rights Movement and the anti-Vietnam mobilization, Latinos also fought for their rights founding important political organizations such as the Raza Unida Party; MeCHA, the United Farm Workers, the Brown Berets, the Nuyorican Young Lords Party, among many others. Beyond traditional stereotypes of the 60s as the period of drugs, sex and rock ‘n roll, protesters and political activists were inordinately adept at creating and mobilizing artistic symbols, music, and literature to promote their agenda. We will study the creation of Aztlán as an imaginary Chicano homeland in the Southwest; works of individual Latino artists and writers; important journals (Con Safos, Chismearte, Arte del Varrio); organizations such as the Royal Chicano Air Force, Asco, Galería de la Raza, the Teatro Campesino, the Nuyorican Poets’ Café; national monuments such as Chicano Park; and exhibitions such as Chicano Art: Resistance and Affirmation (CARA; held at UCLA).",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-51
"Latin American, Latino and Caribbean Studies",LACS,52,Sex and the State in Latin America,"This course examines women’s movements in Latin America. Women in Latin America are perhaps the most highly mobilized population in the world. Throughout the region women have organized around myriad issues, including the right to vote, human rights, poverty, legal rights, anticommunism, the workplace, race, ethnicity and war. Women’s efforts to challenge fiercely repressive regimes, deeply entrenched norms of machismo and extreme poverty defy conventional stereotypes about women and provide us with inspiring examples of how to sustain hope during difficult times. The seminar will introduce students to recent scholarship on women’s movements in Latin America in the 20th century and seek to understand the emergence, evolution and outcomes of women’s movements in particular countries and cross-nationally.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Latin-American-Latino-and-Caribbean-Studies/LACS-Latin-American-and-Caribbean-Studies/LACS-52
